105,0,0,0,0,1,0,0,3,0
0,105,1,0,0,0,0,0,1,0
0,0,83,8,0,0,1,0,2,0
0,0,0,95,0,5,0,1,2,1
0,0,0,0,87,0,1,3,1,4
0,0,0,2,0,91,0,0,2,0
1,0,2,0,0,4,91,0,1,0
0,0,1,0,2,0,0,98,1,4
0,0,3,1,0,0,0,0,84,1
0,0,0,0,1,3,0,1,2,94
